uc003mtx.2	chr6	-	2608861	2624700	2616533	2624544	5	2608861,2616508,2620279,2623452,2624512,	2613132,2616581,2620358,2623605,2624700,	NP_001012418	uc003mtx.2
uc003mty.2	chr6	-	2608861	2696153	2616533	2694527	13	2608861,2616508,2620279,2623452,2624512,2625453,2628253,2630528,2630715,2634083,2638016,2694368,2695968,	2613132,2616581,2620358,2623605,2624641,2625524,2628395,2630638,2630809,2634189,2638092,2694639,2696153,	Q86YV6	uc003mty.2
uc003mtz.1	chr6	+	2710664	2730978	2710855	2730515	7	2710664,2713923,2715352,2724495,2728638,2729556,2730239,	2711677,2714115,2715594,2724725,2728794,2729636,2730978,	Q96S55	uc003mtz.1
uc003mua.1	chr6	+	2710664	2730978	2710855	2730515	7	2710664,2713923,2715427,2724495,2728638,2729556,2730239,	2711677,2714115,2715594,2724725,2728794,2729636,2730978,	Q96S55-2	uc003mua.1
uc003mub.1	chr6	-	2778732	2787080	2778840	2785819	7	2778732,2781088,2781340,2783114,2783781,2785651,2787044,	2779245,2781256,2781483,2783232,2783919,2785827,2787080,	P30740	uc003mub.1
uc003muc.1	chr6	-	2778732	2787080	2778840	2781454	8	2778732,2781088,2781340,2783114,2783781,2784567,2785651,2787044,	2779245,2781256,2781483,2783232,2783919,2784699,2785827,2787080,	P30740	uc003muc.1
uc003mud.2	chr6	-	2799890	2821743	2799890	2799890	2	2799890,2821525,	2800923,2821743,		uc003mud.2
uc003mue.2	chr6	+	2829220	2845908	2829220	2829220	5	2829220,2829943,2844261,2845148,2845715,	2829314,2830073,2844352,2845289,2845908,		uc003mue.2
uc003muf.1	chr6	-	2832502	2837366	2835395	2837197	2	2832502,2837065,	2835803,2837366,	Q6N0A8	uc003muf.1
uc003mug.1	chr6	-	2832502	2848506	2835395	2845844	7	2832502,2837065,2838643,2840623,2841285,2845676,2848433,	2835803,2837221,2838786,2840741,2841423,2845854,2848506,	P50453	uc003mug.1
uc003muh.2	chr6	-	2844245	2845908	2845078	2845844	2	2844245,2845676,	2845261,2845908,		uc003muh.2
uc003mui.1	chr6	-	2893391	2901115	2893530	2899903	4	2893391,2894146,2898276,2899824,	2893932,2894302,2898419,2901115,	Q8IXH2	uc003mui.1
uc003muj.1	chr6	-	2893391	2903402	2893391	2893391	5	2893391,2894146,2898276,2899824,2900756,	2893932,2894302,2898419,2899942,2903402,		uc003muj.1
uc003muk.1	chr6	-	2893391	2906560	2893530	2904565	6	2893391,2894146,2898276,2899824,2900756,2904400,	2893932,2894302,2898419,2899942,2900903,2906560,	P35237	uc003muk.1
uc003mul.1	chr6	-	2893391	2907341	2893530	2904565	7	2893391,2894146,2898276,2899824,2900756,2904400,2907126,	2893932,2894302,2898419,2899942,2900903,2904575,2907341,	P35237	uc003mul.1
uc003mum.1	chr6	-	2893391	2917089	2893530	2904565	7	2893391,2894146,2898276,2899824,2900756,2904400,2916723,	2893932,2894302,2898419,2899942,2900903,2904575,2917089,	P35237	uc003mum.1
uc003mun.1	chr6	-	2893391	2917398	2893530	2904565	8	2893391,2894146,2898276,2899824,2900756,2904400,2914011,2916765,	2893932,2894302,2898419,2899942,2900903,2904575,2914146,2917398,	P35237	uc003mun.1
uc003muo.1	chr6	-	2893391	2917398	2893530	2904565	7	2893391,2894146,2898276,2899824,2900756,2904400,2916765,	2893932,2894302,2898419,2899942,2900903,2904575,2917398,	P35237	uc003muo.1
uc003mup.1	chr6	+	2933199	2960939	2951785	2960383	6	2933199,2939163,2951700,2955257,2957776,2960344,	2933264,2939286,2951792,2955422,2957907,2960939,	Q59EN2	uc003mup.1
uc003mur.2	chr6	+	2933880	2936405	2933880	2933880	3	2933880,2934760,2935101,	2933942,2934966,2936405,		uc003mur.2
uc003mus.2	chr6	+	2945065	2964993	2951785	2964888	7	2945065,2951700,2955257,2957776,2960762,2962116,2964711,	2945318,2951792,2955422,2957907,2960876,2962218,2964993,	Q5TD04	uc003mus.2
uc003mut.2	chr6	+	2945065	2964993	2951785	2964888	10	2945065,2947282,2948901,2949727,2951700,2955257,2957776,2960762,2962116,2964711,	2945318,2947519,2949022,2949884,2951792,2955422,2957907,2960876,2962218,2964993,	Q5TD04	uc003mut.2
uc010jnh.1	chr6	+	2990616	2991033	2990616	2991033	1	2990616,	2991033,	Q5QPL7	uc010jnh.1
uc003muv.2	chr6	+	3009120	3060420	3028347	3058572	13	3009120,3018871,3021996,3023011,3026211,3027779,3028317,3030491,3034813,3049457,3050714,3056035,3058285,	3009292,3019035,3022220,3023168,3026349,3027893,3028546,3030641,3034890,3049548,3051284,3056188,3060420,	Q59H33	uc003muv.2
uc010jni.1	chr6	+	3009120	3060420	3022056	3058572	11	3009120,3021996,3023011,3026211,3028317,3030491,3034813,3049457,3050714,3056035,3058285,	3009292,3022220,3023168,3026349,3028546,3030641,3034890,3049548,3051284,3056188,3060420,	Q13546	uc010jni.1
uc003muw.2	chr6	+	3009120	3060420	3023042	3058572	10	3009120,3023011,3026211,3028317,3030491,3034813,3049457,3050714,3056035,3058285,	3009292,3023168,3026349,3028546,3030641,3034890,3049548,3051284,3056188,3060420,	Q59H33	uc003muw.2
uc003mux.1	chr6	+	3021996	3060420	3022056	3058572	10	3021996,3023011,3026211,3028317,3030491,3034813,3049457,3050714,3056035,3058285,	3022220,3023168,3026349,3028546,3030641,3034890,3049548,3051284,3056188,3060420,	Q13546	uc003mux.1
uc003muy.1	chr6	+	3064040	3098281	3064689	3097808	8	3064040,3064517,3068889,3072474,3074277,3082594,3085618,3097720,	3064080,3064745,3068993,3072641,3074431,3082726,3085742,3098281,	Q86WA6-2	uc003muy.1
uc003muz.1	chr6	+	3064040	3098281	3064040	3064040	9	3064040,3064517,3068889,3072474,3074277,3082594,3083273,3085618,3097720,	3064080,3064745,3068993,3072641,3074431,3082655,3083412,3085742,3098281,		uc003muz.1
uc003mva.1	chr6	+	3064040	3098281	3068986	3097808	7	3064040,3068889,3072474,3074277,3082594,3085618,3097720,	3064080,3068993,3072641,3074431,3082726,3085742,3098281,	Q86WA6	uc003mva.1
uc003mvb.1	chr6	-	3098900	3101481	3099095	3101421	3	3098900,3100857,3101276,	3100156,3100968,3101481,	A5D907	uc003mvb.1
uc003mvc.1	chr6	-	3098900	3102782	3099095	3102696	4	3098900,3100857,3101276,3102639,	3100156,3100968,3101385,3102782,	Q13885	uc003mvc.1
uc003mvd.1	chr6	-	3098900	3102782	3099095	3102696	3	3098900,3101276,3102639,	3100156,3101385,3102782,	O43209	uc003mvd.1
uc003mve.2	chr6	-	3128052	3141000	3128052	3128052	3	3128052,3136059,3140898,	3128959,3136463,3141000,		uc003mve.2
uc003mvf.2	chr6	-	3128052	3141000	3128052	3128052	3	3128052,3136059,3140898,	3128959,3136490,3141000,		uc003mvf.2
uc003mvg.1	chr6	-	3169513	3172870	3169983	3172776	4	3169513,3171391,3171793,3172719,	3171044,3171502,3171902,3172870,	Q9BVA1	uc003mvg.1
uc010jnj.1	chr6	-	3169513	3172870	3169983	3172776	3	3169513,3171793,3172719,	3171044,3171902,3172870,	O43209	uc010jnj.1
uc010jnk.1	chr6	-	3169513	3172870	3169983	3171452	3	3169513,3171391,3172719,	3171044,3171502,3172870,	O43209	uc010jnk.1
uc003mvh.1	chr6	-	3169759	3172870	3169983	3171883	4	3169759,3171391,3171793,3172719,	3171039,3171502,3171902,3172870,	O43209	uc003mvh.1
uc003mvi.1	chr6	+	3174004	3233893	3174004	3174004	2	3174004,3231973,	3174192,3233893,		uc003mvi.1
uc003mvj.2	chr6	+	3204160	3211964	3204255	3209057	2	3204160,3208916,	3204429,3211964,	Q5JS55	uc003mvj.2
uc010jnl.1	chr6	+	3204160	3213299	3204255	3212945	4	3204160,3208916,3209441,3212823,	3204429,3208992,3209558,3213299,	NP_001122064	uc010jnl.1
uc010jnm.1	chr6	+	3204160	3213299	3204255	3212945	3	3204160,3208916,3212823,	3204429,3208992,3213299,	Q5JS54	uc010jnm.1
uc003mvl.1	chr6	+	3212097	3213283	3212097	3212097	1	3212097,	3213283,		uc003mvl.1
uc003mvn.2	chr6	-	3214206	3390217	3218287	3355490	11	3214206,3229084,3230311,3232091,3234996,3243323,3269066,3355420,3360984,3377326,3390051,	3218645,3229208,3230344,3232324,3235099,3243451,3269235,3355575,3361088,3377571,3390217,	NP_068764	uc003mvn.2
uc003mvo.2	chr6	-	3214206	3390217	3218287	3355490	10	3214206,3229084,3230311,3232091,3234996,3243323,3269066,3355420,3360984,3390051,	3218645,3229208,3230344,3232324,3235099,3243451,3269235,3355575,3361088,3390217,	NP_068764	uc003mvo.2
uc003mvm.2	chr6	-	3214206	3401792	3218287	3401792	10	3214206,3229084,3230311,3232091,3234996,3243323,3269066,3355420,3360984,3401138,	3218645,3229208,3230344,3232324,3235099,3243451,3269235,3355575,3361088,3401792,	A1A5C7	uc003mvm.2
uc003mvp.1	chr6	-	3217006	3390217	3217006	3217006	12	3217006,3218061,3229084,3230311,3232091,3234996,3243323,3268498,3269066,3355420,3360984,3390051,	3217724,3218645,3229208,3230344,3232324,3235099,3243451,3268551,3269235,3355575,3361088,3390217,		uc003mvp.1
uc010jnn.1	chr6	-	3228697	3401792	3228948	3401792	9	3228697,3230311,3232091,3234996,3243323,3269066,3355420,3360984,3401138,	3229208,3230344,3232324,3235099,3243451,3269235,3355575,3361088,3401792,	A1A5C7-4	uc010jnn.1
uc003mvq.1	chr6	-	3231349	3233901	3231349	3231349	1	3231349,	3233901,		uc003mvq.1
uc010jno.1	chr6	-	3268557	3401792	3269062	3401792	4	3268557,3355420,3360984,3401138,	3269235,3355575,3361088,3401792,	A1A5C7-4	uc010jno.1
uc003mvs.1	chr6	+	3400935	3406031	3400935	3400935	3	3400935,3403878,3404042,	3401484,3403920,3406031,		uc003mvs.1
uc003mvt.2	chr6	-	3667834	3697245	3668851	3696764	5	3667834,3672783,3682311,3683289,3696508,	3668969,3672895,3682429,3683381,3697245,	A8K0N3	uc003mvt.2
uc003mvu.1	chr6	+	3794630	3796550	3795044	3796022	2	3794630,3795021,	3794719,3796550,	Q9Y247	uc003mvu.1
uc010jnp.1	chr6	+	3795044	3796022	3795044	3796022	1	3795044,	3796022,	Q9Y247	uc010jnp.1
uc003mvv.1	chr6	+	3966567	4010216	3966658	4005849	15	3966567,3976791,3982629,3986004,3987719,3989045,3992407,3994248,3994964,3997189,3997952,4001553,4002268,4003960,4005645,	3966699,3977988,3982803,3986160,3987801,3989256,3992481,3994339,3995112,3997327,3998106,4001668,4002420,4004047,4010216,	Q5TAY8	uc003mvv.1
uc003mvw.2	chr6	+	3982629	4010215	3982629	3982629	19	3982629,3986004,3987719,3989045,3992407,3994248,3994964,3997189,3997952,4001553,4002268,4003960,4005645,4006247,4006887,4007445,4007789,4008306,4010033,	3982803,3986160,3987801,3989256,3992481,3994339,3995112,3997327,3998106,4001668,4002420,4004047,4005877,4006380,4006933,4007532,4007866,4008352,4010215,		uc003mvw.2
uc010jnq.1	chr6	-	3995693	4032577	3995693	3995693	3	3995693,4018507,4032242,	3995784,4018575,4032577,		uc010jnq.1
uc003mvx.1	chr6	-	4013599	4024390	4013928	4022647	7	4013599,4018507,4018665,4019675,4019809,4022587,4024084,	4015153,4018575,4018740,4019689,4019894,4022681,4024390,	NP_775834	uc003mvx.1
uc003mvy.1	chr6	-	4013599	4032577	4013928	4018710	5	4013599,4018507,4018665,4029810,4032242,	4015153,4018575,4018740,4030043,4032577,	Q8IXS0	uc003mvy.1
uc003mwa.2	chr6	+	4024438	4075998	4032874	4075415	6	4024438,4032581,4044232,4067181,4075374,4075717,	4024913,4032959,4044431,4067279,4075594,4075998,	NP_001078870	uc003mwa.2
uc003mvz.2	chr6	+	4024438	4075998	4024438	4024438	6	4024438,4044232,4067181,4070211,4075374,4075717,	4024913,4044431,4067279,4071352,4075594,4075998,		uc003mvz.2
uc003mwb.2	chr6	+	4032581	4075998	4032581	4032581	7	4032581,4044232,4060639,4067181,4070192,4075374,4075717,	4032959,4044431,4060896,4067279,4071352,4075594,4075998,		uc003mwb.2
uc003mwc.1	chr6	-	4060925	4080830	4061106	4073064	11	4060925,4062540,4064418,4070482,4071367,4072994,4075411,4075604,4075999,4078781,4080743,	4061262,4062684,4064508,4070603,4071470,4073064,4075482,4075793,4076098,4078934,4080830,	NP_996667	uc003mwc.1
uc003mwd.1	chr6	-	4060925	4080830	4061106	4078904	10	4060925,4062540,4064418,4070482,4071367,4072994,4075604,4075999,4078781,4080743,	4061262,4062684,4064508,4070603,4071470,4073064,4075793,4076098,4078934,4080830,	Q5JYK4	uc003mwd.1
uc003mwe.1	chr6	-	4060925	4080830	4061106	4075646	10	4060925,4062540,4064418,4070482,4071367,4072994,4075604,4075999,4078781,4080743,	4061262,4062684,4064508,4070603,4071470,4073064,4075875,4076098,4078944,4080830,	Q5JYK4	uc003mwe.1
uc003mwf.1	chr6	-	4060925	4080830	4061106	4080793	10	4060925,4062540,4064418,4070482,4071367,4072994,4075604,4075999,4078781,4080743,	4061262,4062684,4064508,4070603,4071470,4073064,4075793,4076098,4078944,4080830,	Q5JYK4	uc003mwf.1
uc010jnr.1	chr6	-	4062540	4078934	4062540	4062540	6	4062540,4064418,4072994,4075604,4075999,4078781,	4062684,4064508,4073064,4075793,4076098,4078934,		uc010jnr.1
uc003mwg.1	chr6	+	4081304	4102618	4081304	4081304	4	4081304,4082593,4100073,4100713,	4081481,4082635,4100226,4102618,		uc003mwg.1
uc010jns.1	chr6	+	4555844	4557151	4555844	4555844	2	4555844,4556210,	4556045,4557151,		uc010jns.1
uc003mwi.1	chr6	+	4651391	4900777	4661011	4899289	9	4651391,4660973,4679994,4836945,4880747,4882797,4888778,4897498,4899130,	4651484,4661114,4680077,4837612,4881004,4882970,4888989,4897642,4900777,	Q9Y232	uc003mwi.1
uc003mwj.1	chr6	+	4721681	4900777	4722016	4899289	7	4721681,4836945,4880747,4882797,4888778,4897498,4899130,	4722040,4837612,4881004,4882970,4888989,4897642,4900777,	NP_736607	uc003mwj.1
uc003mwk.1	chr6	+	4721681	4900777	4880761	4899289	6	4721681,4880747,4882797,4888778,4897498,4899130,	4722040,4881004,4882970,4888989,4897642,4900777,	Q9Y232-3	uc003mwk.1
uc003mwl.1	chr6	-	4940278	4949270	4940310	4949235	8	4940278,4941183,4941454,4943948,4945041,4945795,4947333,4949112,	4940509,4941318,4941653,4944074,4945137,4945864,4947478,4949270,	NP_006629	uc003mwl.1
uc003mwm.1	chr6	-	4940278	4949270	4940310	4949235	7	4940278,4941183,4941454,4943948,4945041,4947333,4949112,	4940509,4941318,4941653,4944074,4945137,4947478,4949270,	Q5VX98	uc003mwm.1
uc003mwn.1	chr6	+	4949048	5185728	4949048	4949048	4	4949048,4966613,5017831,5182939,	4949192,4966706,5017967,5185728,		uc003mwn.1
uc010jnt.1	chr6	+	4975204	4988172	4975342	4987952	2	4975204,4987738,	4975428,4988172,		uc010jnt.1
uc003mwo.2	chr6	+	4975204	4988681	4975204	4975204	2	4975204,4987820,	4975428,4988681,		uc003mwo.2
uc003mwp.1	chr6	-	5053651	5206167	5054655	5205965	3	5053651,5161849,5205879,	5054724,5161970,5206167,	Q9HD34	uc003mwp.1
uc010jnu.1	chr6	-	5053651	5206167	5089411	5205965	4	5053651,5089370,5161849,5205879,	5054724,5089495,5161970,5206167,		uc010jnu.1
uc003mwq.1	chr6	-	5053651	5206167	5053651	5053651	2	5053651,5205879,	5054724,5206167,		uc003mwq.1
uc010jnv.1	chr6	+	5206275	5716815	5313802	5716661	7	5206275,5313781,5349773,5376272,5490411,5558400,5716522,	5206590,5314414,5349933,5376404,5490572,5558552,5716815,	O95363	uc010jnv.1
uc003mwr.2	chr6	+	5206582	5716815	5313802	5716661	7	5206582,5313781,5349773,5376272,5490411,5558400,5716522,	5206892,5314414,5349933,5376404,5490572,5558552,5716815,	O95363	uc003mwr.2
uc003mws.1	chr6	+	5313744	5376404	5313802	5376403	3	5313744,5349773,5376272,	5314414,5349933,5376404,	NP_006558	uc003mws.1
uc003mwt.1	chr6	-	5943231	5949276	5944207	5948962	4	5943231,5947584,5948400,5948934,	5944436,5947729,5948505,5949276,	B2RA93	uc003mwt.1
uc003mwu.1	chr6	-	5943231	5952632	5944207	5951981	3	5943231,5947584,5951926,	5944436,5947729,5952632,	Q9NPD7	uc003mwu.1
uc003mwv.1	chr6	-	6089309	6265923	6090850	6263896	15	6089309,6097044,6112689,6119811,6127219,6141028,6142454,6167264,6169917,6193543,6196042,6211789,6250582,6263766,6265818,	6091004,6097181,6112850,6120099,6127373,6141117,6142558,6167403,6170092,6193651,6196161,6212041,6250771,6263914,6265923,	Q9BX29	uc003mwv.1
uc003mww.2	chr6	-	6291697	6567973	6291697	6291697	8	6291697,6293842,6311586,6314233,6383807,6509526,6514649,6567863,	6292652,6293982,6311841,6314387,6383964,6509620,6514721,6567973,		uc003mww.2
uc003mwx.1	chr6	-	6305822	6567973	6305822	6305822	7	6305822,6311586,6314233,6383807,6509526,6536387,6567863,	6307593,6311841,6314387,6383964,6509620,6536711,6567973,		uc003mwx.1
uc003mwy.1	chr6	+	6533932	6600215	6533966	6599859	5	6533932,6570157,6571524,6594856,6599775,	6534102,6570244,6571653,6594909,6600215,	O95711	uc003mwy.1
uc003mwz.1	chr6	+	6594846	6600215	6594846	6594846	2	6594846,6599775,	6594909,6600215,		uc003mwz.1
uc003mxa.2	chr6	+	6670117	6675138	6670117	6670117	2	6670117,6674227,	6670532,6675138,		uc003mxa.2
uc010jnw.1	chr6	+	7053262	7156941	7127143	7156939	8	7053262,7121886,7126355,7127101,7132665,7134390,7156035,7156804,	7053292,7122005,7126521,7127314,7132755,7134554,7156180,7156941,		uc010jnw.1
uc003mxb.1	chr6	+	7053262	7196194	7127143	7194200	13	7053262,7121886,7126355,7127101,7132665,7134390,7156035,7156804,7171698,7174228,7185669,7191655,7193742,	7053292,7122005,7126478,7127314,7132755,7134554,7156180,7156941,7171888,7177139,7185834,7192453,7196194,	Q92766-2	uc003mxb.1
uc003mxc.1	chr6	+	7053262	7196194	7127143	7194200	12	7053262,7121886,7126355,7127101,7132665,7134390,7156035,7156804,7171698,7174228,7191655,7193742,	7053292,7122005,7126478,7127314,7132755,7134554,7156180,7156941,7171888,7177139,7192453,7196194,	Q92766	uc003mxc.1
uc010jnx.1	chr6	+	7053262	7196194	7127143	7194200	12	7053262,7121886,7126355,7127101,7132665,7134390,7156035,7156804,7171698,7174228,7185669,7193742,	7053292,7122005,7126478,7127314,7132755,7134554,7156180,7156941,7171888,7177139,7185834,7196194,	Q92766-3	uc010jnx.1
uc003mxd.2	chr6	+	7053863	7164322	7127143	7156945	7	7053863,7121886,7126355,7132665,7134390,7156035,7156804,	7053934,7122005,7127314,7132755,7134554,7156180,7164322,		uc003mxd.2
uc003mxe.1	chr6	+	7084476	7196194	7127143	7194200	13	7084476,7085879,7121886,7126355,7127101,7132665,7134390,7156035,7156804,7171698,7174228,7191655,7193742,	7084530,7086040,7122005,7126478,7127314,7132755,7134554,7156180,7156941,7171888,7177139,7192453,7196194,	Q92766	uc003mxe.1
uc003mxf.2	chr6	-	7226286	7258540	7235095	7258352	8	7226286,7240623,7243154,7243978,7246541,7248781,7255148,7258273,	7235163,7240717,7243233,7244055,7246804,7248869,7255261,7258540,	P43307	uc003mxf.2
uc003mxg.2	chr6	-	7226286	7258540	7235095	7258352	8	7226286,7240623,7243154,7243978,7246541,7248781,7255148,7258273,	7235163,7240717,7243233,7244055,7246600,7248869,7255261,7258540,		uc003mxg.2
uc010jny.1	chr6	-	7226286	7258540	7235162	7258352	8	7226286,7240616,7243154,7243978,7246541,7248781,7255148,7258273,	7235163,7240717,7243233,7244055,7246804,7248869,7255261,7258540,		uc010jny.1
uc003mxh.1	chr6	-	7271885	7319363	7271885	7271885	10	7271885,7275080,7279253,7300272,7301256,7310699,7311035,7313919,7315150,7318304,	7272131,7275120,7279322,7300343,7301361,7310862,7311116,7314030,7315297,7319363,		uc003mxh.1
uc003mxi.1	chr6	-	7271885	7334941	7272089	7324127	11	7271885,7275080,7279253,7300272,7310699,7313919,7315150,7318304,7323854,7331016,7334433,	7272131,7275120,7279322,7300343,7310807,7314030,7315297,7319363,7324252,7331104,7334941,	NP_995586	uc003mxi.1
uc003mxj.1	chr6	-	7271885	7334941	7272089	7319315	14	7271885,7275080,7279253,7300272,7301256,7310699,7311035,7313919,7315150,7318304,7323853,7331016,7332210,7334433,	7272131,7275120,7279322,7300343,7301361,7310807,7311116,7314030,7315297,7319363,7324252,7331104,7332407,7334941,	Q5TAM2	uc003mxj.1
uc003mxk.1	chr6	-	7274328	7319363	7274396	7319315	9	7274328,7275080,7279253,7300272,7310699,7311035,7313919,7315150,7318304,	7274498,7275120,7279322,7300343,7310807,7311116,7314030,7315297,7319363,	Q5TAM2	uc003mxk.1
uc003mxl.1	chr6	-	7323853	7334941	7323854	7332405	4	7323853,7331016,7332210,7334433,	7324252,7331104,7332428,7334941,		uc003mxl.1
uc003mxm.1	chr6	+	7335060	7348129	7340320	7348127	8	7335060,7338330,7340252,7341934,7343929,7346189,7347834,7348048,	7335305,7338535,7340375,7342004,7343972,7346282,7347947,7348129,		uc003mxm.1
uc003mxn.1	chr6	+	7335060	7363269	7335234	7362673	17	7335060,7338330,7340284,7341934,7343929,7346189,7347834,7348048,7349172,7349649,7350149,7350480,7355617,7356563,7358120,7359469,7362562,	7335305,7338535,7340375,7342004,7343972,7346282,7347947,7348129,7349259,7349787,7350253,7350587,7355683,7356683,7358174,7359622,7363269,	Q9BRS2	uc003mxn.1
uc003mxo.1	chr6	+	7347878	7363269	7348085	7362673	10	7347878,7349172,7349649,7350149,7350480,7355617,7356563,7358120,7359469,7362562,	7348129,7349259,7349787,7350253,7350587,7355683,7356683,7358174,7359622,7363269,	Q9H2L9	uc003mxo.1
uc003mxq.1	chr6	+	7486868	7531945	7487147	7531110	24	7486868,7500949,7503347,7504457,7507883,7508967,7510590,7511608,7512585,7513012,7513668,7514417,7515668,7516614,7517073,7519317,7519888,7520526,7521525,7522190,7523010,7523695,7524506,7527873,	7487317,7501052,7503496,7504632,7508012,7509018,7510752,7511713,7512681,7513138,7513821,7514572,7515795,7516816,7517300,7519484,7520027,7520720,7521688,7522274,7523118,7523794,7525004,7531945,	B2RTT2	uc003mxq.1
uc003mxp.1	chr6	+	7486868	7531945	7487147	7531110	24	7486868,7500949,7503347,7504457,7507883,7508967,7510590,7511608,7512585,7513012,7513668,7514417,7515668,7516614,7517073,7519317,7519888,7520526,7521525,7522190,7523010,7523695,7524506,7527873,	7487317,7501052,7503496,7504632,7508012,7509018,7510752,7511713,7512681,7513138,7513821,7514572,7515795,7516816,7517300,7519484,7520027,7520720,7521688,7522274,7523118,7523794,7526801,7531945,	P15924	uc003mxp.1
uc003mxr.1	chr6	+	7535430	7557199	7535489	7554105	9	7535430,7538965,7539330,7540258,7546567,7547854,7550629,7551262,7554056,	7535645,7539079,7539391,7540333,7546756,7547976,7550718,7551427,7557199,	Q6IEG0	uc003mxr.1
